Label,FinalPerformance
resnet50/NBP/layer_39_type_0/Traces/trace_39,212072.0
resnet50/NBP/layer_39_type_0/Traces/trace_21,1747648.0
resnet50/NBP/layer_39_type_0/Traces/trace_16,2947840.0
resnet50/NBP/layer_39_type_0/Traces/trace_32,912968.0
resnet50/NBP/layer_39_type_0/Traces/trace_8,1617952.0
resnet50/NBP/layer_39_type_0/Traces/trace_27,795984.0
resnet50/NBP/layer_39_type_0/Traces/trace_37,122581.76
resnet50/NBP/layer_39_type_0/Traces/trace_19,108346.0
resnet50/NBP/layer_39_type_0/Traces/trace_30,1473920.0
resnet50/NBP/layer_39_type_0/Traces/trace_26,214928.0
resnet50/NBP/layer_39_type_0/Traces/trace_7,874048.0
resnet50/NBP/layer_39_type_0/Traces/trace_3,399952.0
resnet50/NBP/layer_39_type_0/Traces/trace_1,119776.0
resnet50/NBP/layer_39_type_0/Traces/trace_12,810208.0
resnet50/NBP/layer_39_type_0/Traces/trace_25,418824.0
resnet50/NBP/layer_39_type_0/Traces/trace_6,2849840.0
resnet50/NBP/layer_39_type_0/Traces/trace_36,119968.64
resnet50/NBP/layer_39_type_0/Traces/trace_29,804608.0
resnet50/NBP/layer_39_type_0/Traces/trace_17,218400.0
resnet50/NBP/layer_39_type_0/Traces/trace_18,1507632.0
resnet50/NBP/layer_39_type_0/Traces/trace_9,2813286.0
resnet50/NBP/layer_39_type_0/Traces/trace_11,425712.0
resnet50/NBP/layer_39_type_0/Traces/trace_31,771456.0
resnet50/NBP/layer_39_type_0/Traces/trace_33,800464.0
resnet50/NBP/layer_39_type_0/Traces/trace_28,399056.0
resnet50/NBP/layer_39_type_0/Traces/trace_22,429408.0
resnet50/NBP/layer_39_type_0/Traces/trace_2,207263.0
resnet50/NBP/layer_39_type_0/Traces/trace_13,2759288.0
resnet50/NBP/layer_39_type_0/Traces/trace_23,249664.0
resnet50/NBP/layer_39_type_0/Traces/trace_38,96971.0
resnet50/NBP/layer_39_type_0/Traces/trace_4,186102.0
resnet50/NBP/layer_39_type_0/Traces/trace_20,771456.0
resnet50/NBP/layer_39_type_0/Traces/trace_35,430906.0
resnet50/NBP/layer_2_type_0/Traces/trace_34,2472064.0
resnet50/NBP/layer_2_type_0/Traces/trace_10,919952.0
resnet50/NBP/layer_2_type_0/Traces/trace_15,461320.0
resnet50/NBP/layer_2_type_0/Traces/trace_14,484832.0
resnet50/NBP/layer_2_type_0/Traces/trace_24,561176.0
resnet50/NBP/layer_2_type_0/Traces/trace_5,670176.0
resnet50/NBP/layer_2_type_0/Traces/trace_0,375390.3157894737
resnet50/NBP/layer_2_type_0/Traces/trace_39,2139200.0
resnet50/NBP/layer_2_type_0/Traces/trace_21,345744.0
resnet50/NBP/layer_2_type_0/Traces/trace_16,372736.0
resnet50/NBP/layer_2_type_0/Traces/trace_32,1838528.0
resnet50/NBP/layer_2_type_0/Traces/trace_8,302400.0
resnet50/NBP/layer_2_type_0/Traces/trace_27,5669888.0
resnet50/NBP/layer_2_type_0/Traces/trace_37,476160.0
resnet50/NBP/layer_2_type_0/Traces/trace_19,3764032.0
resnet50/NBP/layer_2_type_0/Traces/trace_30,2505648.0
resnet50/NBP/layer_2_type_0/Traces/trace_26,1261893.8181818181
resnet50/NBP/layer_2_type_0/Traces/trace_7,324508.0
resnet50/NBP/layer_2_type_0/Traces/trace_3,552784.0
resnet50/NBP/layer_2_type_0/Traces/trace_1,4140472.0
resnet50/NBP/layer_2_type_0/Traces/trace_12,316208.0
resnet50/NBP/layer_2_type_0/Traces/trace_25,394400.0
resnet50/NBP/layer_2_type_0/Traces/trace_6,468536.0
resnet50/NBP/layer_2_type_0/Traces/trace_36,460512.0
resnet50/NBP/layer_2_type_0/Traces/trace_29,865984.0
resnet50/NBP/layer_2_type_0/Traces/trace_17,417984.0
resnet50/NBP/layer_2_type_0/Traces/trace_18,2248400.0
resnet50/NBP/layer_2_type_0/Traces/trace_9,322616.0
resnet50/NBP/layer_2_type_0/Traces/trace_11,6362048.0
resnet50/NBP/layer_2_type_0/Traces/trace_31,2321424.0
resnet50/NBP/layer_2_type_0/Traces/trace_33,1817920.0
resnet50/NBP/layer_2_type_0/Traces/trace_28,24769384.0
resnet50/NBP/layer_2_type_0/Traces/trace_22,1697024.0
resnet50/NBP/layer_2_type_0/Traces/trace_2,498144.0
resnet50/NBP/layer_2_type_0/Traces/trace_13,1116784.0
resnet50/NBP/layer_2_type_0/Traces/trace_23,4761792.0
resnet50/NBP/layer_2_type_0/Traces/trace_38,907424.0
resnet50/NBP/layer_2_type_0/Traces/trace_4,1100176.0
resnet50/NBP/layer_2_type_0/Traces/trace_20,14048032.0
resnet50/NBP/layer_2_type_0/Traces/trace_35,2138752.0
resnet50/NBP/layer_23_type_0/Traces/trace_34,455521.28
resnet50/NBP/layer_23_type_0/Traces/trace_10,914144.0
resnet50/NBP/layer_23_type_0/Traces/trace_15,205688.0
resnet50/NBP/layer_23_type_0/Traces/trace_14,3187968.0
resnet50/NBP/layer_23_type_0/Traces/trace_24,836416.0
resnet50/NBP/layer_23_type_0/Traces/trace_5,233024.0
resnet50/NBP/layer_23_type_0/Traces/trace_0,549584.0
resnet50/NBP/layer_23_type_0/Traces/trace_39,873152.0
resnet50/NBP/layer_23_type_0/Traces/trace_21,2856112.0
resnet50/NBP/layer_23_type_0/Traces/trace_16,799568.0
resnet50/NBP/layer_23_type_0/Traces/trace_32,1583904.0
resnet50/NBP/layer_23_type_0/Traces/trace_8,805056.0
resnet50/NBP/layer_23_type_0/Traces/trace_27,1490776.0
resnet50/NBP/layer_23_type_0/Traces/trace_37,2873752.0
resnet50/NBP/layer_23_type_0/Traces/trace_19,234752.0
resnet50/NBP/layer_23_type_0/Traces/trace_30,106554.0
resnet50/NBP/layer_23_type_0/Traces/trace_26,222880.0
resnet50/NBP/layer_23_type_0/Traces/trace_7,401464.0
resnet50/NBP/layer_23_type_0/Traces/trace_3,216272.0
resnet50/NBP/layer_23_type_0/Traces/trace_1,555744.0
resnet50/NBP/layer_23_type_0/Traces/trace_12,426048.0
resnet50/NBP/layer_23_type_0/Traces/trace_25,5712224.0
resnet50/NBP/layer_23_type_0/Traces/trace_6,972944.0
resnet50/NBP/layer_23_type_0/Traces/trace_36,735980.0
resnet50/NBP/layer_23_type_0/Traces/trace_29,358092.0
resnet50/NBP/layer_23_type_0/Traces/trace_17,972356.0
resnet50/NBP/layer_23_type_0/Traces/trace_18,120688.0
resnet50/NBP/layer_23_type_0/Traces/trace_9,849856.0
resnet50/NBP/layer_23_type_0/Traces/trace_11,128576.0
resnet50/NBP/layer_23_type_0/Traces/trace_31,5866672.0
resnet50/NBP/layer_23_type_0/Traces/trace_33,117600.0
resnet50/NBP/layer_23_type_0/Traces/trace_28,3107776.0
resnet50/NBP/layer_23_type_0/Traces/trace_22,3329088.0
resnet50/NBP/layer_23_type_0/Traces/trace_2,367010.0
resnet50/NBP/layer_23_type_0/Traces/trace_13,841792.0
resnet50/NBP/layer_23_type_0/Traces/trace_23,486864.0
resnet50/NBP/layer_23_type_0/Traces/trace_38,291904.0
resnet50/NBP/layer_23_type_0/Traces/trace_4,409808.0
resnet50/NBP/layer_23_type_0/Traces/trace_20,109032.0
resnet50/NBP/layer_23_type_0/Traces/trace_35,212744.0
resnet50/NBP/layer_17_type_0/Traces/trace_34,422632.0
resnet50/NBP/layer_17_type_0/Traces/trace_10,5912928.0
resnet50/NBP/layer_17_type_0/Traces/trace_15,420224.0
resnet50/NBP/layer_17_type_0/Traces/trace_14,811216.0
resnet50/NBP/layer_17_type_0/Traces/trace_24,429856.0
resnet50/NBP/layer_17_type_0/Traces/trace_5,108136.0
resnet50/NBP/layer_17_type_0/Traces/trace_0,313712.0
resnet50/NBP/layer_17_type_0/Traces/trace_39,467200.0
resnet50/NBP/layer_17_type_0/Traces/trace_21,422576.0
resnet50/NBP/layer_17_type_0/Traces/trace_16,1631728.0
resnet50/NBP/layer_17_type_0/Traces/trace_32,836864.0
resnet50/NBP/layer_17_type_0/Traces/trace_8,725592.0
resnet50/NBP/layer_17_type_0/Traces/trace_27,231232.0
resnet50/NBP/layer_17_type_0/Traces/trace_37,424144.0
resnet50/NBP/layer_17_type_0/Traces/trace_19,2856112.0
resnet50/NBP/layer_17_type_0/Traces/trace_30,110992.0
resnet50/NBP/layer_17_type_0/Traces/trace_26,382102.0
resnet50/NBP/layer_17_type_0/Traces/trace_7,443072.0
resnet50/NBP/layer_17_type_0/Traces/trace_3,428064.0
resnet50/NBP/layer_17_type_0/Traces/trace_1,402976.0
resnet50/NBP/layer_17_type_0/Traces/trace_12,1022336.0
resnet50/NBP/layer_17_type_0/Traces/trace_25,429856.0
resnet50/NBP/layer_17_type_0/Traces/trace_6,460064.0
resnet50/NBP/layer_17_type_0/Traces/trace_36,1797592.6153846153
resnet50/NBP/layer_17_type_0/Traces/trace_29,1473920.0
resnet50/NBP/layer_17_type_0/Traces/trace_17,1385720.0
resnet50/NBP/layer_17_type_0/Traces/trace_18,723436.0
resnet50/NBP/layer_17_type_0/Traces/trace_9,5901952.0
resnet50/NBP/layer_17_type_0/Traces/trace_11,742448.0
resnet50/NBP/layer_17_type_0/Traces/trace_31,1642368.0
resnet50/NBP/layer_17_type_0/Traces/trace_33,5502112.0
resnet50/NBP/layer_17_type_0/Traces/trace_28,458496.0
resnet50/NBP/layer_17_type_0/Traces/trace_22,3277568.0
resnet50/NBP/layer_17_type_0/Traces/trace_2,405664.0
resnet50/NBP/layer_17_type_0/Traces/trace_13,806512.0
resnet50/NBP/layer_17_type_0/Traces/trace_23,121655.04000000001
resnet50/NBP/layer_17_type_0/Traces/trace_38,1607872.0
resnet50/NBP/layer_17_type_0/Traces/trace_4,910926.7692307692
resnet50/NBP/layer_17_type_0/Traces/trace_20,799904.0
resnet50/NBP/layer_17_type_0/Traces/trace_35,825664.0
resnet50/NBP/layer_18_type_0/Traces/trace_34,414624.0
resnet50/NBP/layer_18_type_0/Traces/trace_10,120776.96
resnet50/NBP/layer_18_type_0/Traces/trace_15,1676192.0
resnet50/NBP/layer_18_type_0/Traces/trace_14,429408.0
resnet50/NBP/layer_18_type_0/Traces/trace_24,152376.0
resnet50/NBP/layer_18_type_0/Traces/trace_5,209720.0
resnet50/NBP/layer_18_type_0/Traces/trace_0,232609.28
resnet50/NBP/layer_18_type_0/Traces/trace_39,212072.0
resnet50/NBP/layer_18_type_0/Traces/trace_21,851424.0
resnet50/NBP/layer_18_type_0/Traces/trace_16,565264.0
resnet50/NBP/layer_18_type_0/Traces/trace_32,1097992.0
resnet50/NBP/layer_18_type_0/Traces/trace_8,478688.0
resnet50/NBP/layer_18_type_0/Traces/trace_27,445410.0
resnet50/NBP/layer_18_type_0/Traces/trace_37,780080.0
resnet50/NBP/layer_18_type_0/Traces/trace_19,1404536.0
resnet50/NBP/layer_18_type_0/Traces/trace_30,1640912.0
resnet50/NBP/layer_18_type_0/Traces/trace_26,206696.0
resnet50/NBP/layer_18_type_0/Traces/trace_7,251479.04
resnet50/NBP/layer_18_type_0/Traces/trace_3,456680.0
resnet50/NBP/layer_18_type_0/Traces/trace_1,820288.0
resnet50/NBP/layer_18_type_0/Traces/trace_12,137984.0
resnet50/NBP/layer_18_type_0/Traces/trace_25,796096.0
resnet50/NBP/layer_18_type_0/Traces/trace_6,913976.0
resnet50/NBP/layer_18_type_0/Traces/trace_36,1845984.0
resnet50/NBP/layer_18_type_0/Traces/trace_29,3397632.0
resnet50/NBP/layer_18_type_0/Traces/trace_17,440384.0
resnet50/NBP/layer_18_type_0/Traces/trace_18,1752772.0
resnet50/NBP/layer_18_type_0/Traces/trace_9,1021552.0
resnet50/NBP/layer_18_type_0/Traces/trace_11,263808.0
resnet50/NBP/layer_18_type_0/Traces/trace_31,124864.0
resnet50/NBP/layer_18_type_0/Traces/trace_33,240427.52
resnet50/NBP/layer_18_type_0/Traces/trace_28,485376.0
resnet50/NBP/layer_18_type_0/Traces/trace_22,3350144.0
resnet50/NBP/layer_18_type_0/Traces/trace_2,2820832.0
resnet50/NBP/layer_18_type_0/Traces/trace_13,838880.0
resnet50/NBP/layer_18_type_0/Traces/trace_23,130592.0
resnet50/NBP/layer_18_type_0/Traces/trace_38,230408.0
resnet50/NBP/layer_18_type_0/Traces/trace_4,211232.0
resnet50/NBP/layer_18_type_0/Traces/trace_20,1491168.0
resnet50/NBP/layer_18_type_0/Traces/trace_35,228928.0
resnet50/NBP/layer_21_type_0/Traces/trace_34,241708.3076923077
resnet50/NBP/layer_21_type_0/Traces/trace_10,5757696.0
resnet50/NBP/layer_21_type_0/Traces/trace_15,555576.0
resnet50/NBP/layer_21_type_0/Traces/trace_14,555744.0
resnet50/NBP/layer_21_type_0/Traces/trace_24,564872.0
resnet50/NBP/layer_21_type_0/Traces/trace_5,498752.0
resnet50/NBP/layer_21_type_0/Traces/trace_0,442624.0
resnet50/NBP/layer_21_type_0/Traces/trace_39,471700.30769230775
resnet50/NBP/layer_21_type_0/Traces/trace_21,1748992.0
resnet50/NBP/layer_21_type_0/Traces/trace_16,957040.0
resnet50/NBP/layer_21_type_0/Traces/trace_32,194040.0
resnet50/NBP/layer_21_type_0/Traces/trace_8,207984.0
resnet50/NBP/layer_21_type_0/Traces/trace_27,419356.0
resnet50/NBP/layer_21_type_0/Traces/trace_37,276066.0
resnet50/NBP/layer_21_type_0/Traces/trace_19,1635200.0
resnet50/NBP/layer_21_type_0/Traces/trace_30,1846208.0
resnet50/NBP/layer_21_type_0/Traces/trace_26,540736.0
resnet50/NBP/layer_21_type_0/Traces/trace_7,234752.0
resnet50/NBP/layer_21_type_0/Traces/trace_3,354872.0
resnet50/NBP/layer_21_type_0/Traces/trace_1,1003744.0
resnet50/NBP/layer_21_type_0/Traces/trace_12,206584.0
resnet50/NBP/layer_21_type_0/Traces/trace_25,3182592.0
resnet50/NBP/layer_21_type_0/Traces/trace_6,277536.0
resnet50/NBP/layer_21_type_0/Traces/trace_36,371224.0
resnet50/NBP/layer_21_type_0/Traces/trace_29,411600.0
resnet50/NBP/layer_21_type_0/Traces/trace_17,836864.0
resnet50/NBP/layer_21_type_0/Traces/trace_18,145936.0
resnet50/NBP/layer_21_type_0/Traces/trace_9,6280960.0
resnet50/NBP/layer_21_type_0/Traces/trace_11,231168.0
resnet50/NBP/layer_21_type_0/Traces/trace_31,3156608.0
resnet50/NBP/layer_21_type_0/Traces/trace_33,419552.0
resnet50/NBP/layer_21_type_0/Traces/trace_28,231168.0
resnet50/NBP/layer_21_type_0/Traces/trace_22,413392.0
resnet50/NBP/layer_21_type_0/Traces/trace_2,410816.0
resnet50/NBP/layer_21_type_0/Traces/trace_13,549192.0
resnet50/NBP/layer_21_type_0/Traces/trace_23,2773792.0
resnet50/NBP/layer_21_type_0/Traces/trace_38,313712.0
resnet50/NBP/layer_21_type_0/Traces/trace_4,1563296.0
resnet50/NBP/layer_21_type_0/Traces/trace_20,527424.0
resnet50/NBP/layer_21_type_0/Traces/trace_35,2875712.0
resnet50/NBP/layer_11_type_0/Traces/trace_34,3426080.0
resnet50/NBP/layer_11_type_0/Traces/trace_10,1760640.0
resnet50/NBP/layer_11_type_0/Traces/trace_15,1704192.0
resnet50/NBP/layer_11_type_0/Traces/trace_14,313712.0
resnet50/NBP/layer_11_type_0/Traces/trace_24,1639232.0
resnet50/NBP/layer_11_type_0/Traces/trace_5,1546048.0
resnet50/NBP/layer_11_type_0/Traces/trace_0,419048.0
resnet50/NBP/layer_11_type_0/Traces/trace_39,1643264.0
resnet50/NBP/layer_11_type_0/Traces/trace_21,939008.0
resnet50/NBP/layer_11_type_0/Traces/trace_16,2837296.0
resnet50/NBP/layer_11_type_0/Traces/trace_32,242306.56
resnet50/NBP/layer_11_type_0/Traces/trace_8,527872.0
resnet50/NBP/layer_11_type_0/Traces/trace_27,267511.04
resnet50/NBP/layer_11_type_0/Traces/trace_37,826336.0
resnet50/NBP/layer_11_type_0/Traces/trace_19,11157888.0
resnet50/NBP/layer_11_type_0/Traces/trace_30,511616.0
resnet50/NBP/layer_11_type_0/Traces/trace_26,3181696.0
resnet50/NBP/layer_11_type_0/Traces/trace_7,1674624.0
resnet50/NBP/layer_11_type_0/Traces/trace_3,998656.0
resnet50/NBP/layer_11_type_0/Traces/trace_1,1828736.0
resnet50/NBP/layer_11_type_0/Traces/trace_12,413168.0
resnet50/NBP/layer_11_type_0/Traces/trace_25,3349248.0
resnet50/NBP/layer_11_type_0/Traces/trace_6,1911296.0
resnet50/NBP/layer_11_type_0/Traces/trace_36,1219008.0
resnet50/NBP/layer_11_type_0/Traces/trace_29,3027808.0
resnet50/NBP/layer_11_type_0/Traces/trace_17,729904.0
resnet50/NBP/layer_11_type_0/Traces/trace_18,261632.0
resnet50/NBP/layer_11_type_0/Traces/trace_9,1914304.0
resnet50/NBP/layer_11_type_0/Traces/trace_11,485376.0
resnet50/NBP/layer_11_type_0/Traces/trace_31,235200.0
resnet50/NBP/layer_11_type_0/Traces/trace_33,725592.0
resnet50/NBP/layer_11_type_0/Traces/trace_28,1675408.0
resnet50/NBP/layer_11_type_0/Traces/trace_22,937440.0
resnet50/NBP/layer_11_type_0/Traces/trace_2,260960.0
resnet50/NBP/layer_11_type_0/Traces/trace_13,1914752.0
resnet50/NBP/layer_11_type_0/Traces/trace_23,1432368.0
resnet50/NBP/layer_11_type_0/Traces/trace_38,797216.0
resnet50/NBP/layer_11_type_0/Traces/trace_4,1849344.0
resnet50/NBP/layer_11_type_0/Traces/trace_20,236096.0
resnet50/NBP/layer_11_type_0/Traces/trace_35,469056.0
resnet50/NBP/layer_15_type_0/Traces/trace_34,354634.1538461539
resnet50/NBP/layer_15_type_0/Traces/trace_10,239344.0
resnet50/NBP/layer_15_type_0/Traces/trace_15,1763104.0
resnet50/NBP/layer_15_type_0/Traces/trace_14,802816.0
resnet50/NBP/layer_15_type_0/Traces/trace_24,3096800.0
resnet50/NBP/layer_15_type_0/Traces/trace_5,892528.0
resnet50/NBP/layer_15_type_0/Traces/trace_0,400624.0
resnet50/NBP/layer_15_type_0/Traces/trace_39,850752.0
resnet50/NBP/layer_15_type_0/Traces/trace_21,260792.0
resnet50/NBP/layer_15_type_0/Traces/trace_16,786352.0
resnet50/NBP/layer_15_type_0/Traces/trace_32,110824.0
resnet50/NBP/layer_15_type_0/Traces/trace_8,3430784.0
resnet50/NBP/layer_15_type_0/Traces/trace_27,209692.0
resnet50/NBP/layer_15_type_0/Traces/trace_37,931616.0
resnet50/NBP/layer_15_type_0/Traces/trace_19,1591296.0
resnet50/NBP/layer_15_type_0/Traces/trace_30,881552.0
resnet50/NBP/layer_15_type_0/Traces/trace_26,478520.0
resnet50/NBP/layer_15_type_0/Traces/trace_7,1563296.0
resnet50/NBP/layer_15_type_0/Traces/trace_3,239296.0
resnet50/NBP/layer_15_type_0/Traces/trace_1,103292.0
resnet50/NBP/layer_15_type_0/Traces/trace_12,252320.0
resnet50/NBP/layer_15_type_0/Traces/trace_25,1761928.0
resnet50/NBP/layer_15_type_0/Traces/trace_6,3096800.0
resnet50/NBP/layer_15_type_0/Traces/trace_36,190316.0
resnet50/NBP/layer_15_type_0/Traces/trace_29,145984.0
resnet50/NBP/layer_15_type_0/Traces/trace_17,2856112.0
resnet50/NBP/layer_15_type_0/Traces/trace_18,182966.0
resnet50/NBP/layer_15_type_0/Traces/trace_9,210784.0
resnet50/NBP/layer_15_type_0/Traces/trace_11,235200.0
resnet50/NBP/layer_15_type_0/Traces/trace_31,709912.0
resnet50/NBP/layer_15_type_0/Traces/trace_33,440160.0
