Label,FinalPerformance
vgg16/PUM/layer_12_type_0/Traces/trace_9,234641386.0
vgg16/PUM/layer_12_type_0/Traces/trace_11,355338464.0
vgg16/PUM/layer_12_type_0/Traces/trace_31,101896216.0
vgg16/PUM/layer_12_type_0/Traces/trace_33,135777936.0
vgg16/PUM/layer_12_type_0/Traces/trace_28,117316416.0
vgg16/PUM/layer_12_type_0/Traces/trace_22,710645856.0
vgg16/PUM/layer_12_type_0/Traces/trace_2,135040542.0
vgg16/PUM/layer_12_type_0/Traces/trace_13,180871936.0
vgg16/PUM/layer_12_type_0/Traces/trace_23,237183100.0
vgg16/PUM/layer_12_type_0/Traces/trace_38,90195504.0
vgg16/PUM/layer_12_type_0/Traces/trace_4,156999528.0
vgg16/PUM/layer_12_type_0/Traces/trace_20,271056016.0
vgg16/PUM/layer_12_type_0/Traces/trace_35,313967304.0
vgg16/PUM/layer_5_type_0/Traces/trace_34,612878592.0
vgg16/PUM/layer_5_type_0/Traces/trace_10,542112504.0
vgg16/PUM/layer_5_type_0/Traces/trace_15,607571139.0
vgg16/PUM/layer_5_type_0/Traces/trace_14,1877095570.0
vgg16/PUM/layer_5_type_0/Traces/trace_24,540175488.0
vgg16/PUM/layer_5_type_0/Traces/trace_5,469280294.0
vgg16/PUM/layer_5_type_0/Traces/trace_0,1215157272.0
vgg16/PUM/layer_5_type_0/Traces/trace_39,406111924.0
vgg16/PUM/layer_5_type_0/Traces/trace_21,1072512112.0
vgg16/PUM/layer_5_type_0/Traces/trace_16,938548198.0
vgg16/PUM/layer_5_type_0/Traces/trace_32,2776777248.0
vgg16/PUM/layer_5_type_0/Traces/trace_8,709921856.0
vgg16/PUM/layer_5_type_0/Traces/trace_27,356184286.0
vgg16/PUM/layer_5_type_0/Traces/trace_37,2777928608.0
vgg16/PUM/layer_5_type_0/Traces/trace_19,412302080.0
vgg16/PUM/layer_5_type_0/Traces/trace_30,812188448.0
vgg16/PUM/layer_5_type_0/Traces/trace_26,709830464.0
vgg16/PUM/layer_5_type_0/Traces/trace_7,1876875728.0
vgg16/PUM/layer_5_type_0/Traces/trace_3,2144890440.0
vgg16/PUM/layer_5_type_0/Traces/trace_1,812159272.0
vgg16/PUM/layer_5_type_0/Traces/trace_12,1242279948.0
vgg16/PUM/layer_5_type_0/Traces/trace_25,710664715.0
vgg16/PUM/layer_5_type_0/Traces/trace_6,472673376.0
vgg16/PUM/layer_5_type_0/Traces/trace_36,469275338.0
vgg16/PUM/layer_5_type_0/Traces/trace_29,536333552.0
vgg16/PUM/layer_5_type_0/Traces/trace_17,536312784.0
vgg16/PUM/layer_5_type_0/Traces/trace_18,358831312.0
vgg16/PUM/layer_5_type_0/Traces/trace_9,472654378.0
vgg16/PUM/layer_5_type_0/Traces/trace_11,355334747.0
vgg16/PUM/layer_5_type_0/Traces/trace_31,1214991162.0
vgg16/PUM/layer_5_type_0/Traces/trace_33,1419748512.0
vgg16/PUM/layer_5_type_0/Traces/trace_28,407068160.0
vgg16/PUM/layer_5_type_0/Traces/trace_22,1072500674.0
vgg16/PUM/layer_5_type_0/Traces/trace_2,1072590720.0
vgg16/PUM/layer_5_type_0/Traces/trace_13,694375584.0
vgg16/PUM/layer_5_type_0/Traces/trace_23,358837920.0
vgg16/PUM/layer_5_type_0/Traces/trace_38,1421335802.0
vgg16/PUM/layer_5_type_0/Traces/trace_4,540166928.0
vgg16/PUM/layer_5_type_0/Traces/trace_20,1214940790.0
vgg16/PUM/layer_5_type_0/Traces/trace_35,347246032.0
vgg16/PUM/layer_3_type_0/Traces/trace_34,1072561536.0
vgg16/PUM/layer_3_type_0/Traces/trace_10,540181388.0
vgg16/PUM/layer_3_type_0/Traces/trace_15,938414736.0
vgg16/PUM/layer_3_type_0/Traces/trace_14,1072568064.0
vgg16/PUM/layer_3_type_0/Traces/trace_24,355358288.0
vgg16/PUM/layer_3_type_0/Traces/trace_5,354976160.0
vgg16/PUM/layer_3_type_0/Traces/trace_0,812164088.0
vgg16/PUM/layer_3_type_0/Traces/trace_39,717601696.0
vgg16/PUM/layer_3_type_0/Traces/trace_21,694268736.0
vgg16/PUM/layer_3_type_0/Traces/trace_16,812158240.0
vgg16/PUM/layer_3_type_0/Traces/trace_32,709874256.0
vgg16/PUM/layer_3_type_0/Traces/trace_8,2145123072.0
vgg16/PUM/layer_3_type_0/Traces/trace_27,540177264.0
vgg16/PUM/layer_3_type_0/Traces/trace_37,1072617308.0
vgg16/PUM/layer_3_type_0/Traces/trace_19,1072639256.0
vgg16/PUM/layer_3_type_0/Traces/trace_30,540164288.0
vgg16/PUM/layer_3_type_0/Traces/trace_26,406094578.0
vgg16/PUM/layer_3_type_0/Traces/trace_7,812180896.0
vgg16/PUM/layer_3_type_0/Traces/trace_3,1072591600.0
vgg16/PUM/layer_3_type_0/Traces/trace_1,354976160.0
vgg16/PUM/layer_3_type_0/Traces/trace_12,812157662.0
vgg16/PUM/layer_3_type_0/Traces/trace_25,347246032.0
vgg16/PUM/layer_3_type_0/Traces/trace_6,1080352392.0
vgg16/PUM/layer_3_type_0/Traces/trace_36,406100832.0
vgg16/PUM/layer_3_type_0/Traces/trace_29,536309480.0
vgg16/PUM/layer_3_type_0/Traces/trace_17,540182804.0
vgg16/PUM/layer_3_type_0/Traces/trace_18,536280462.0
vgg16/PUM/layer_3_type_0/Traces/trace_9,938445088.0
vgg16/PUM/layer_3_type_0/Traces/trace_11,717662624.0
vgg16/PUM/layer_3_type_0/Traces/trace_31,405669632.0
vgg16/PUM/layer_3_type_0/Traces/trace_33,1080350976.0
vgg16/PUM/layer_3_type_0/Traces/trace_28,928180428.0
vgg16/PUM/layer_3_type_0/Traces/trace_22,1072592920.0
vgg16/PUM/layer_3_type_0/Traces/trace_2,1072502352.0
vgg16/PUM/layer_3_type_0/Traces/trace_13,355338464.0
vgg16/PUM/layer_3_type_0/Traces/trace_23,1421280704.0
vgg16/PUM/layer_3_type_0/Traces/trace_38,694326528.0
vgg16/PUM/layer_3_type_0/Traces/trace_4,1072502480.0
vgg16/PUM/layer_3_type_0/Traces/trace_20,2145182760.0
vgg16/PUM/layer_3_type_0/Traces/trace_35,709891392.0
vgg16/PUM/layer_9_type_0/Traces/trace_34,407064384.0
vgg16/PUM/layer_9_type_0/Traces/trace_10,358831312.0
vgg16/PUM/layer_9_type_0/Traces/trace_15,355334747.0
vgg16/PUM/layer_9_type_0/Traces/trace_14,1624315964.0
vgg16/PUM/layer_9_type_0/Traces/trace_24,407078072.0
vgg16/PUM/layer_9_type_0/Traces/trace_5,347241076.0
vgg16/PUM/layer_9_type_0/Traces/trace_0,472660160.0
vgg16/PUM/layer_9_type_0/Traces/trace_39,472661812.0
vgg16/PUM/layer_9_type_0/Traces/trace_21,1080284032.0
vgg16/PUM/layer_9_type_0/Traces/trace_16,945301322.0
vgg16/PUM/layer_9_type_0/Traces/trace_32,1421335802.0
vgg16/PUM/layer_9_type_0/Traces/trace_8,1242178028.0
vgg16/PUM/layer_9_type_0/Traces/trace_27,469281120.0
vgg16/PUM/layer_9_type_0/Traces/trace_37,1876977690.0
vgg16/PUM/layer_9_type_0/Traces/trace_19,938445088.0
vgg16/PUM/layer_9_type_0/Traces/trace_30,717632160.0
vgg16/PUM/layer_9_type_0/Traces/trace_26,1215142278.0
vgg16/PUM/layer_9_type_0/Traces/trace_7,1214953432.0
vgg16/PUM/layer_9_type_0/Traces/trace_3,945280224.0
vgg16/PUM/layer_9_type_0/Traces/trace_1,1080284032.0
vgg16/PUM/layer_9_type_0/Traces/trace_12,1876875728.0
vgg16/PUM/layer_9_type_0/Traces/trace_25,469265664.0
vgg16/PUM/layer_9_type_0/Traces/trace_6,1072561128.0
vgg16/PUM/layer_9_type_0/Traces/trace_36,469280294.0
vgg16/PUM/layer_9_type_0/Traces/trace_29,1242127068.0
vgg16/PUM/layer_9_type_0/Traces/trace_17,469249242.0
vgg16/PUM/layer_9_type_0/Traces/trace_18,1419632032.0
vgg16/PUM/layer_9_type_0/Traces/trace_9,1214851512.0
vgg16/PUM/layer_9_type_0/Traces/trace_11,1072590280.0
vgg16/PUM/layer_9_type_0/Traces/trace_31,938562240.0
vgg16/PUM/layer_9_type_0/Traces/trace_33,540172892.0
vgg16/PUM/layer_9_type_0/Traces/trace_28,621208280.0
vgg16/PUM/layer_9_type_0/Traces/trace_22,2145072768.0
vgg16/PUM/layer_9_type_0/Traces/trace_2,407550536.0
vgg16/PUM/layer_9_type_0/Traces/trace_13,945249130.0
vgg16/PUM/layer_9_type_0/Traces/trace_23,627954796.0
vgg16/PUM/layer_9_type_0/Traces/trace_38,356191720.0
vgg16/PUM/layer_9_type_0/Traces/trace_4,627928140.0
vgg16/PUM/layer_9_type_0/Traces/trace_20,945239904.0
vgg16/PUM/layer_9_type_0/Traces/trace_35,812161852.0
vgg16/PUM/layer_1_type_0/Traces/trace_34,406102012.0
vgg16/PUM/layer_1_type_0/Traces/trace_10,945308756.0
vgg16/PUM/layer_1_type_0/Traces/trace_15,812184416.0
vgg16/PUM/layer_1_type_0/Traces/trace_14,405669632.0
vgg16/PUM/layer_1_type_0/Traces/trace_24,1388518208.0
vgg16/PUM/layer_1_type_0/Traces/trace_5,1072622264.0
vgg16/PUM/layer_1_type_0/Traces/trace_0,717662624.0
vgg16/PUM/layer_1_type_0/Traces/trace_39,930407832.0
vgg16/PUM/layer_1_type_0/Traces/trace_21,619552368.0
vgg16/PUM/layer_1_type_0/Traces/trace_16,1214851512.0
vgg16/PUM/layer_1_type_0/Traces/trace_32,1225689456.0
vgg16/PUM/layer_1_type_0/Traces/trace_8,709891392.0
vgg16/PUM/layer_1_type_0/Traces/trace_27,820137984.0
vgg16/PUM/layer_1_type_0/Traces/trace_37,536286072.0
vgg16/PUM/layer_1_type_0/Traces/trace_19,1072639256.0
vgg16/PUM/layer_1_type_0/Traces/trace_30,407070992.0
vgg16/PUM/layer_1_type_0/Traces/trace_26,607578636.0
vgg16/PUM/layer_1_type_0/Traces/trace_7,812161078.0
vgg16/PUM/layer_1_type_0/Traces/trace_3,540172184.0
vgg16/PUM/layer_1_type_0/Traces/trace_1,617341552.0
vgg16/PUM/layer_1_type_0/Traces/trace_12,1072627220.0
vgg16/PUM/layer_1_type_0/Traces/trace_25,1080352864.0
vgg16/PUM/layer_1_type_0/Traces/trace_6,536316088.0
vgg16/PUM/layer_1_type_0/Traces/trace_36,540160740.0
vgg16/PUM/layer_1_type_0/Traces/trace_29,1225785312.0
vgg16/PUM/layer_1_type_0/Traces/trace_17,540176168.0
vgg16/PUM/layer_1_type_0/Traces/trace_18,1876881748.0
vgg16/PUM/layer_1_type_0/Traces/trace_9,406092758.0
vgg16/PUM/layer_1_type_0/Traces/trace_11,347265856.0
vgg16/PUM/layer_1_type_0/Traces/trace_31,540172184.0
vgg16/PUM/layer_1_type_0/Traces/trace_33,945307104.0
vgg16/PUM/layer_1_type_0/Traces/trace_28,355358288.0
vgg16/PUM/layer_1_type_0/Traces/trace_22,464108696.0
vgg16/PUM/layer_1_type_0/Traces/trace_2,1214953432.0
vgg16/PUM/layer_1_type_0/Traces/trace_13,536334496.0
vgg16/PUM/layer_1_type_0/Traces/trace_23,1215361112.0
vgg16/PUM/layer_1_type_0/Traces/trace_38,709891392.0
vgg16/PUM/layer_1_type_0/Traces/trace_4,1225708352.0
vgg16/PUM/layer_1_type_0/Traces/trace_20,542105928.0
vgg16/PUM/layer_1_type_0/Traces/trace_35,354976160.0
vgg16/PUM/layer_0_type_0/Traces/trace_34,134067080.0
vgg16/PUM/layer_0_type_0/Traces/trace_10,76617600.0
vgg16/PUM/layer_0_type_0/Traces/trace_15,1388396268.0
vgg16/PUM/layer_0_type_0/Traces/trace_14,306456822.0
vgg16/PUM/layer_0_type_0/Traces/trace_24,76387727.0
vgg16/PUM/layer_0_type_0/Traces/trace_5,710671087.0
vgg16/PUM/layer_0_type_0/Traces/trace_0,76612704.0
vgg16/PUM/layer_0_type_0/Traces/trace_39,203056316.0
vgg16/PUM/layer_0_type_0/Traces/trace_21,116031699.8918919
vgg16/PUM/layer_0_type_0/Traces/trace_16,536261220.0
vgg16/PUM/layer_0_type_0/Traces/trace_32,812147896.0
vgg16/PUM/layer_0_type_0/Traces/trace_8,232060720.0
vgg16/PUM/layer_0_type_0/Traces/trace_27,87304078.0
vgg16/PUM/layer_0_type_0/Traces/trace_37,1072590060.0
vgg16/PUM/layer_0_type_0/Traces/trace_19,406083118.0
vgg16/PUM/layer_0_type_0/Traces/trace_30,29017856.0
vgg16/PUM/layer_0_type_0/Traces/trace_26,101522876.0
vgg16/PUM/layer_0_type_0/Traces/trace_7,76400488.0
vgg16/PUM/layer_0_type_0/Traces/trace_3,268147320.0
vgg16/PUM/layer_0_type_0/Traces/trace_1,58681056.0
vgg16/PUM/layer_0_type_0/Traces/trace_12,76610880.0
vgg16/PUM/layer_0_type_0/Traces/trace_25,101523282.0
vgg16/PUM/layer_0_type_0/Traces/trace_6,43654940.0
vgg16/PUM/layer_0_type_0/Traces/trace_36,406071326.0
vgg16/PUM/layer_0_type_0/Traces/trace_29,232041608.0
vgg16/PUM/layer_0_type_0/Traces/trace_17,536300760.0
vgg16/PUM/layer_0_type_0/Traces/trace_18,19159456.0
vgg16/PUM/layer_0_type_0/Traces/trace_9,694076544.0
vgg16/PUM/layer_0_type_0/Traces/trace_11,406099358.0
vgg16/PUM/layer_0_type_0/Traces/trace_31,67042416.0
vgg16/PUM/layer_0_type_0/Traces/trace_33,268135812.0
vgg16/PUM/layer_0_type_0/Traces/trace_28,134053688.0
vgg16/PUM/layer_0_type_0/Traces/trace_22,43397984.0
vgg16/PUM/layer_0_type_0/Traces/trace_2,203055962.0
vgg16/PUM/layer_0_type_0/Traces/trace_13,174606836.0
vgg16/PUM/layer_0_type_0/Traces/trace_23,67032588.0
vgg16/PUM/layer_0_type_0/Traces/trace_38,101531522.0
vgg16/PUM/layer_0_type_0/Traces/trace_4,464106292.0
vgg16/PUM/layer_0_type_0/Traces/trace_20,43391096.0
vgg16/PUM/layer_0_type_0/Traces/trace_35,50763502.0
vgg16/PUM/layer_7_type_0/Traces/trace_34,203549656.0
vgg16/PUM/layer_7_type_0/Traces/trace_10,536312784.0
vgg16/PUM/layer_7_type_0/Traces/trace_15,347183508.0
vgg16/PUM/layer_7_type_0/Traces/trace_14,355345072.0
vgg16/PUM/layer_7_type_0/Traces/trace_24,945253344.0
vgg16/PUM/layer_7_type_0/Traces/trace_5,945219744.0
vgg16/PUM/layer_7_type_0/Traces/trace_0,1242279948.0
vgg16/PUM/layer_7_type_0/Traces/trace_39,621101656.0
vgg16/PUM/layer_7_type_0/Traces/trace_21,1080276280.0
vgg16/PUM/layer_7_type_0/Traces/trace_16,607425756.0
vgg16/PUM/layer_7_type_0/Traces/trace_32,709757776.0
vgg16/PUM/layer_7_type_0/Traces/trace_8,270083328.0
vgg16/PUM/layer_7_type_0/Traces/trace_27,542101832.0
vgg16/PUM/layer_7_type_0/Traces/trace_37,270088224.0
vgg16/PUM/layer_7_type_0/Traces/trace_19,406094578.0
vgg16/PUM/layer_7_type_0/Traces/trace_30,536237772.0
vgg16/PUM/layer_7_type_0/Traces/trace_26,1080343424.0
vgg16/PUM/layer_7_type_0/Traces/trace_7,270085004.0
vgg16/PUM/layer_7_type_0/Traces/trace_3,621067356.0
vgg16/PUM/layer_7_type_0/Traces/trace_1,469281120.0
vgg16/PUM/layer_7_type_0/Traces/trace_12,354951688.0
vgg16/PUM/layer_7_type_0/Traces/trace_25,270080472.0
vgg16/PUM/layer_7_type_0/Traces/trace_6,536242894.0
vgg16/PUM/layer_7_type_0/Traces/trace_36,237177948.0
vgg16/PUM/layer_7_type_0/Traces/trace_29,938418558.0
vgg16/PUM/layer_7_type_0/Traces/trace_17,627888156.0
vgg16/PUM/layer_7_type_0/Traces/trace_18,1215142278.0
vgg16/PUM/layer_7_type_0/Traces/trace_9,234627834.0
vgg16/PUM/layer_7_type_0/Traces/trace_11,607502196.0
vgg16/PUM/layer_7_type_0/Traces/trace_31,536251240.0
vgg16/PUM/layer_7_type_0/Traces/trace_33,310572486.0
vgg16/PUM/layer_7_type_0/Traces/trace_28,621114984.0
vgg16/PUM/layer_7_type_0/Traces/trace_22,268159696.0
vgg16/PUM/layer_7_type_0/Traces/trace_2,268140180.0
vgg16/PUM/layer_7_type_0/Traces/trace_13,407545256.0
vgg16/PUM/layer_7_type_0/Traces/trace_23,407067452.0
vgg16/PUM/layer_7_type_0/Traces/trace_38,536235666.0
vgg16/PUM/layer_7_type_0/Traces/trace_4,812143976.0
vgg16/PUM/layer_7_type_0/Traces/trace_20,540142876.0
vgg16/PUM/layer_7_type_0/Traces/trace_35,271536864.0
vgg16/PUM/layer_10_type_0/Traces/trace_34,313983180.0
vgg16/PUM/layer_10_type_0/Traces/trace_10,938389690.0
vgg16/PUM/layer_10_type_0/Traces/trace_15,236330906.0
vgg16/PUM/layer_10_type_0/Traces/trace_14,177669763.0
vgg16/PUM/layer_10_type_0/Traces/trace_24,1876977690.0
vgg16/PUM/layer_10_type_0/Traces/trace_5,938380128.0
vgg16/PUM/layer_10_type_0/Traces/trace_0,271052352.0
vgg16/PUM/layer_10_type_0/Traces/trace_39,469227360.0
vgg16/PUM/layer_10_type_0/Traces/trace_21,90436864.0
vgg16/PUM/layer_10_type_0/Traces/trace_16,1876778400.0
vgg16/PUM/layer_10_type_0/Traces/trace_32,268147460.0
vgg16/PUM/layer_10_type_0/Traces/trace_8,540156864.0
vgg16/PUM/layer_10_type_0/Traces/trace_27,180391008.0
vgg16/PUM/layer_10_type_0/Traces/trace_37,540171712.0
vgg16/PUM/layer_10_type_0/Traces/trace_19,179402328.0
vgg16/PUM/layer_10_type_0/Traces/trace_30,938549024.0
vgg16/PUM/layer_10_type_0/Traces/trace_26,234641386.0
vgg16/PUM/layer_10_type_0/Traces/trace_7,540127168.0
vgg16/PUM/layer_10_type_0/Traces/trace_3,101525680.0
vgg16/PUM/layer_10_type_0/Traces/trace_1,237177948.0
vgg16/PUM/layer_10_type_0/Traces/trace_12,536251240.0
vgg16/PUM/layer_10_type_0/Traces/trace_25,474351332.0
vgg16/PUM/layer_10_type_0/Traces/trace_6,236328624.0
vgg16/PUM/layer_10_type_0/Traces/trace_36,356170990.0
vgg16/PUM/layer_10_type_0/Traces/trace_29,938488845.0
vgg16/PUM/layer_10_type_0/Traces/trace_17,303786819.0
vgg16/PUM/layer_10_type_0/Traces/trace_18,469227360.0
vgg16/PUM/layer_10_type_0/Traces/trace_9,135528428.0
vgg16/PUM/layer_10_type_0/Traces/trace_11,270086092.0
vgg16/PUM/layer_10_type_0/Traces/trace_31,313963384.0
vgg16/PUM/layer_10_type_0/Traces/trace_33,135901848.0
vgg16/PUM/layer_10_type_0/Traces/trace_28,270071180.0
vgg16/PUM/layer_10_type_0/Traces/trace_22,135043046.0
vgg16/PUM/layer_10_type_0/Traces/trace_2,621047952.0
vgg16/PUM/layer_10_type_0/Traces/trace_13,237183100.0
vgg16/PUM/layer_10_type_0/Traces/trace_23,271047056.0
vgg16/PUM/layer_10_type_0/Traces/trace_38,234627834.0
vgg16/PUM/layer_10_type_0/Traces/trace_4,151923030.0
vgg16/PUM/layer_10_type_0/Traces/trace_20,472620498.0
vgg16/PUM/layer_10_type_0/Traces/trace_35,474351332.0
vgg16/PUM/layer_13_type_1/Traces/trace_34,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_10,19828932.0
vgg16/PUM/layer_13_type_1/Traces/trace_15,22652200.0
vgg16/PUM/layer_13_type_1/Traces/trace_14,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_24,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_5,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_0,22529924.0
vgg16/PUM/layer_13_type_1/Traces/trace_39,22529924.0
vgg16/PUM/layer_13_type_1/Traces/trace_21,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_16,22634144.0
vgg16/PUM/layer_13_type_1/Traces/trace_32,22530208.0
vgg16/PUM/layer_13_type_1/Traces/trace_8,22634144.0
vgg16/PUM/layer_13_type_1/Traces/trace_27,22652456.0
vgg16/PUM/layer_13_type_1/Traces/trace_37,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_19,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_30,22530208.0
vgg16/PUM/layer_13_type_1/Traces/trace_26,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_7,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_3,22652456.0
vgg16/PUM/layer_13_type_1/Traces/trace_1,22529924.0
vgg16/PUM/layer_13_type_1/Traces/trace_12,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_25,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_6,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_36,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_29,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_17,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_18,19828932.0
vgg16/PUM/layer_13_type_1/Traces/trace_9,22652456.0
vgg16/PUM/layer_13_type_1/Traces/trace_11,22599392.0
vgg16/PUM/layer_13_type_1/Traces/trace_31,22634144.0
vgg16/PUM/layer_13_type_1/Traces/trace_33,22634320.0
vgg16/PUM/layer_13_type_1/Traces/trace_28,19818744.0
vgg16/PUM/layer_13_type_1/Traces/trace_22,19828932.0
vgg16/PUM/layer_13_type_1/Traces/trace_2,22599208.0
vgg16/PUM/layer_13_type_1/Traces/trace_13,19828932.0
vgg16/PUM/layer_13_type_1/Traces/trace_23,22599208.0
vgg16/PUM/layer_13_type_1/Traces/trace_38,22530208.0
vgg16/PUM/layer_13_type_1/Traces/trace_4,22599208.0
vgg16/PUM/layer_13_type_1/Traces/trace_20,22530208.0
vgg16/PUM/layer_13_type_1/Traces/trace_35,22652456.0
vgg16/PUM/layer_15_type_1/Traces/trace_34,20184689.0
vgg16/PUM/layer_15_type_1/Traces/trace_10,10065057.0
vgg16/PUM/layer_15_type_1/Traces/trace_15,4004340.0
vgg16/PUM/layer_15_type_1/Traces/trace_14,12378157.0
vgg16/PUM/layer_15_type_1/Traces/trace_24,10011978.0
vgg16/PUM/layer_15_type_1/Traces/trace_5,3236735.0
vgg16/PUM/layer_15_type_1/Traces/trace_0,6055407.0
vgg16/PUM/layer_15_type_1/Traces/trace_39,8084930.0
vgg16/PUM/layer_15_type_1/Traces/trace_21,10011330.0
vgg16/PUM/layer_15_type_1/Traces/trace_16,3234170.0
vgg16/PUM/layer_15_type_1/Traces/trace_32,10065981.0
vgg16/PUM/layer_15_type_1/Traces/trace_8,12951964.0
vgg16/PUM/layer_15_type_1/Traces/trace_27,12936592.0
vgg16/PUM/layer_15_type_1/Traces/trace_37,12956041.0
vgg16/PUM/layer_15_type_1/Traces/trace_19,1617609.0
vgg16/PUM/layer_15_type_1/Traces/trace_30,10010466.0
vgg16/PUM/layer_15_type_1/Traces/trace_26,9904164.0
vgg16/PUM/layer_15_type_1/Traces/trace_7,8009300.0
vgg16/PUM/layer_15_type_1/Traces/trace_3,2475495.0
vgg16/PUM/layer_15_type_1/Traces/trace_1,1211107.0
vgg16/PUM/layer_15_type_1/Traces/trace_12,3237385.0
vgg16/PUM/layer_15_type_1/Traces/trace_25,3234578.0
vgg16/PUM/layer_15_type_1/Traces/trace_6,4842716.0
vgg16/PUM/layer_15_type_1/Traces/trace_36,16181805.0
vgg16/PUM/layer_15_type_1/Traces/trace_29,4952114.0
vgg16/PUM/layer_15_type_1/Traces/trace_17,4037073.0
vgg16/PUM/layer_15_type_1/Traces/trace_18,25026141.0
vgg16/PUM/layer_15_type_1/Traces/trace_9,4037325.0
vgg16/PUM/layer_15_type_1/Traces/trace_11,807925.0
vgg16/PUM/layer_15_type_1/Traces/trace_31,6459168.0
vgg16/PUM/layer_15_type_1/Traces/trace_33,16148772.0
vgg16/PUM/layer_15_type_1/Traces/trace_28,4026114.0
vgg16/PUM/layer_15_type_1/Traces/trace_22,6459809.904761905
vgg16/PUM/layer_15_type_1/Traces/trace_2,6476937.0
vgg16/PUM/layer_15_type_1/Traces/trace_13,6476421.0
vgg16/PUM/layer_15_type_1/Traces/trace_23,12376633.0
vgg16/PUM/layer_15_type_1/Traces/trace_38,1618005.0
vgg16/PUM/layer_15_type_1/Traces/trace_4,16181529.0
vgg16/PUM/layer_15_type_1/Traces/trace_20,12106766.0
vgg16/PUM/layer_15_type_1/Traces/trace_35,8085115.0
alexnet/PUM/layer_2_type_0/Traces/trace_34,124496723.0
alexnet/PUM/layer_2_type_0/Traces/trace_10,33495800.0
alexnet/PUM/layer_2_type_0/Traces/trace_15,124501869.81818181
alexnet/PUM/layer_2_type_0/Traces/trace_14,1618418841.0
alexnet/PUM/layer_2_type_0/Traces/trace_24,809180775.0
alexnet/PUM/layer_2_type_0/Traces/trace_5,125840940.0
alexnet/PUM/layer_2_type_0/Traces/trace_0,61803058.90909091
alexnet/PUM/layer_2_type_0/Traces/trace_39,189223140.0
alexnet/PUM/layer_2_type_0/Traces/trace_21,1213633863.0
alexnet/PUM/layer_2_type_0/Traces/trace_16,188080542.0
alexnet/PUM/layer_2_type_0/Traces/trace_32,94497930.0
alexnet/PUM/layer_2_type_0/Traces/trace_8,63039948.0
alexnet/PUM/layer_2_type_0/Traces/trace_27,606862269.0
alexnet/PUM/layer_2_type_0/Traces/trace_37,47312670.0
alexnet/PUM/layer_2_type_0/Traces/trace_19,83295108.0
alexnet/PUM/layer_2_type_0/Traces/trace_30,47023830.0
alexnet/PUM/layer_2_type_0/Traces/trace_26,94392480.0
alexnet/PUM/layer_2_type_0/Traces/trace_7,47137071.0
alexnet/PUM/layer_2_type_0/Traces/trace_3,407546490.0
alexnet/PUM/layer_2_type_0/Traces/trace_1,188768268.0
alexnet/PUM/layer_2_type_0/Traces/trace_12,188078958.0
alexnet/PUM/layer_2_type_0/Traces/trace_25,94381632.0
alexnet/PUM/layer_2_type_0/Traces/trace_6,50580959.0
alexnet/PUM/layer_2_type_0/Traces/trace_36,167950819.63636363
alexnet/PUM/layer_2_type_0/Traces/trace_29,164782098.0
alexnet/PUM/layer_2_type_0/Traces/trace_17,250784118.0
alexnet/PUM/layer_2_type_0/Traces/trace_18,248974271.5909091
alexnet/PUM/layer_2_type_0/Traces/trace_9,31127213.0
alexnet/PUM/layer_2_type_0/Traces/trace_11,62811060.0
alexnet/PUM/layer_2_type_0/Traces/trace_31,46686861.0
alexnet/PUM/layer_2_type_0/Traces/trace_33,188080542.0
alexnet/PUM/layer_2_type_0/Traces/trace_28,606879273.0
alexnet/PUM/layer_2_type_0/Traces/trace_22,164766888.0
alexnet/PUM/layer_2_type_0/Traces/trace_2,31499897.0
alexnet/PUM/layer_2_type_0/Traces/trace_13,241758153.0
alexnet/PUM/layer_2_type_0/Traces/trace_23,167489382.27272728
alexnet/PUM/layer_2_type_0/Traces/trace_38,83752939.63636364
alexnet/PUM/layer_2_type_0/Traces/trace_4,166582541.86363634
alexnet/PUM/layer_2_type_0/Traces/trace_20,188772012.0
alexnet/PUM/layer_2_type_0/Traces/trace_35,70999492.0
alexnet/PUM/layer_6_type_1/Traces/trace_34,6407712.0
alexnet/PUM/layer_6_type_1/Traces/trace_10,6468948.0
alexnet/PUM/layer_6_type_1/Traces/trace_15,12946516.0
alexnet/PUM/layer_6_type_1/Traces/trace_14,3100384.0
alexnet/PUM/layer_6_type_1/Traces/trace_24,12883424.0
alexnet/PUM/layer_6_type_1/Traces/trace_5,6476421.0
alexnet/PUM/layer_6_type_1/Traces/trace_0,12815296.0
alexnet/PUM/layer_6_type_1/Traces/trace_39,3221288.0
